file	batch
ENCFF978VKP_ENCFF651KHH.Aligned.sortedByCoord.out.bed	14
ENCFF242WVU_ENCFF630ASZ.Aligned.sortedByCoord.out.bed	14
ENCFF576CAF_ENCFF162EMY.Aligned.sortedByCoord.out.bed	1
ENCFF811DUX_ENCFF686WMY.Aligned.sortedByCoord.out.bed	1
ENCFF888EAZ_ENCFF695OUO.Aligned.sortedByCoord.out.bed	14
ENCFF758ALR_ENCFF917YYJ.Aligned.sortedByCoord.out.bed	14
ENCFF297GRL_ENCFF257YCR.Aligned.sortedByCoord.out.bed	19
ENCFF652JYU_ENCFF253WPZ.Aligned.sortedByCoord.out.bed	19
ENCFF935KKV_ENCFF690HZR.Aligned.sortedByCoord.out.bed	16
ENCFF559JCM_ENCFF899YII.Aligned.sortedByCoord.out.bed	16
ENCFF368IFZ_ENCFF664SIZ.Aligned.sortedByCoord.out.bed	21
ENCFF225MYA_ENCFF385ACT.Aligned.sortedByCoord.out.bed	21
ENCFF681TYJ_ENCFF839ISD.Aligned.sortedByCoord.out.bed	16
ENCFF545VDQ_ENCFF172DTK.Aligned.sortedByCoord.out.bed	16
ENCFF577TKY_ENCFF181RDF.Aligned.sortedByCoord.out.bed	21
ENCFF113MYQ_ENCFF528RFZ.Aligned.sortedByCoord.out.bed	21
ENCFF433AVB_ENCFF093YUX.Aligned.sortedByCoord.out.bed	3
ENCFF893BDX_ENCFF643FDI.Aligned.sortedByCoord.out.bed	3
ENCFF233BKW_ENCFF303LTZ.Aligned.sortedByCoord.out.bed	21
ENCFF346ZXG_ENCFF701CTE.Aligned.sortedByCoord.out.bed	21
ENCFF714YYN_ENCFF729PCF.Aligned.sortedByCoord.out.bed	3
ENCFF801DDP_ENCFF583MPY.Aligned.sortedByCoord.out.bed	3
ENCFF020XNK_ENCFF354AMD.Aligned.sortedByCoord.out.bed	10
ENCFF298TSM_ENCFF229BQW.Aligned.sortedByCoord.out.bed	10
ENCFF319AYU_ENCFF260BAM.Aligned.sortedByCoord.out.bed	17
ENCFF269JTR_ENCFF058AVY.Aligned.sortedByCoord.out.bed	17
ENCFF045XSD_ENCFF527PQY.Aligned.sortedByCoord.out.bed	13
ENCFF740IHR_ENCFF497LEB.Aligned.sortedByCoord.out.bed	13
ENCFF887BCE_ENCFF969GRN.Aligned.sortedByCoord.out.bed	17
ENCFF552RBM_ENCFF755SFS.Aligned.sortedByCoord.out.bed	17
ENCFF313YGK_ENCFF132LKO.Aligned.sortedByCoord.out.bed	2
ENCFF590JFP_ENCFF731UZZ.Aligned.sortedByCoord.out.bed	2
ENCFF578LUJ_ENCFF405XDB.Aligned.sortedByCoord.out.bed	18
ENCFF625DDR_ENCFF437OYV.Aligned.sortedByCoord.out.bed	18
ENCFF714DEB_ENCFF809EGB.Aligned.sortedByCoord.out.bed	21
ENCFF474WTL_ENCFF680XKT.Aligned.sortedByCoord.out.bed	21
ENCFF853XXP_ENCFF066WRI.Aligned.sortedByCoord.out.bed	1
ENCFF596MWB_ENCFF742RPW.Aligned.sortedByCoord.out.bed	1
ENCFF144WRK_ENCFF495USF.Aligned.sortedByCoord.out.bed	25
ENCFF103BIV_ENCFF986CJT.Aligned.sortedByCoord.out.bed	25
ENCFF378OUM_ENCFF906JJU.Aligned.sortedByCoord.out.bed	4
ENCFF867EMI_ENCFF009CEM.Aligned.sortedByCoord.out.bed	4
ENCFF091CHI_ENCFF413BNF.Aligned.sortedByCoord.out.bed	17
ENCFF121TSO_ENCFF474DJV.Aligned.sortedByCoord.out.bed	17
ENCFF927OEA_ENCFF540JXJ.Aligned.sortedByCoord.out.bed	18
ENCFF808LTK_ENCFF150JZE.Aligned.sortedByCoord.out.bed	18
ENCFF551HJB_ENCFF641GOX.Aligned.sortedByCoord.out.bed	18
ENCFF096QZQ_ENCFF794TDS.Aligned.sortedByCoord.out.bed	18
ENCFF559ZLS_ENCFF495SUF.Aligned.sortedByCoord.out.bed	4
ENCFF988WOT_ENCFF853NIO.Aligned.sortedByCoord.out.bed	4
ENCFF104EGP_ENCFF845GQM.Aligned.sortedByCoord.out.bed	20
ENCFF602NGL_ENCFF494ZRW.Aligned.sortedByCoord.out.bed	20
ENCFF897FIU_ENCFF214WSE.Aligned.sortedByCoord.out.bed	6
ENCFF500PDO_ENCFF708KQE.Aligned.sortedByCoord.out.bed	6
ENCFF231BZR_ENCFF310OEP.Aligned.sortedByCoord.out.bed	21
ENCFF968OEL_ENCFF402MVG.Aligned.sortedByCoord.out.bed	21
ENCFF983TGB_ENCFF555EDL.Aligned.sortedByCoord.out.bed	3
ENCFF486ADH_ENCFF887GOE.Aligned.sortedByCoord.out.bed	3
ENCFF385RFZ_ENCFF296NAD.Aligned.sortedByCoord.out.bed	16
ENCFF538ZTF_ENCFF783BQE.Aligned.sortedByCoord.out.bed	16
ENCFF765UCN_ENCFF506RQT.Aligned.sortedByCoord.out.bed	14
ENCFF137TXG_ENCFF515SNE.Aligned.sortedByCoord.out.bed	14
ENCFF071FYQ_ENCFF313BXR.Aligned.sortedByCoord.out.bed	14
ENCFF709OSO_ENCFF984IGG.Aligned.sortedByCoord.out.bed	14
ENCFF412MVK_ENCFF540QSP.Aligned.sortedByCoord.out.bed	1
ENCFF592HYZ_ENCFF564SYZ.Aligned.sortedByCoord.out.bed	1
ENCFF282HYI_ENCFF134KCP.Aligned.sortedByCoord.out.bed	4
ENCFF804EYQ_ENCFF140PVV.Aligned.sortedByCoord.out.bed	4
ENCFF332XYA_ENCFF367RQM.Aligned.sortedByCoord.out.bed	10
ENCFF037GYP_ENCFF469XWM.Aligned.sortedByCoord.out.bed	10
ENCFF786LGW_ENCFF096PID.Aligned.sortedByCoord.out.bed	18
ENCFF196EOX_ENCFF068KKI.Aligned.sortedByCoord.out.bed	18
ENCFF334LGN_ENCFF123ZRM.Aligned.sortedByCoord.out.bed	1
ENCFF885RKO_ENCFF403KYM.Aligned.sortedByCoord.out.bed	1
ENCFF844XSA_ENCFF327PBI.Aligned.sortedByCoord.out.bed	20
ENCFF845TFX_ENCFF841SLY.Aligned.sortedByCoord.out.bed	20
ENCFF724OXW_ENCFF424JYZ.Aligned.sortedByCoord.out.bed	4
ENCFF228IQM_ENCFF699VTS.Aligned.sortedByCoord.out.bed	4
ENCFF824VKD_ENCFF964IEU.Aligned.sortedByCoord.out.bed	6
ENCFF139NPY_ENCFF943RCH.Aligned.sortedByCoord.out.bed	6
ENCFF481MQZ_ENCFF530FPX.Aligned.sortedByCoord.out.bed	13
ENCFF961DOB_ENCFF975SOB.Aligned.sortedByCoord.out.bed	13
ENCFF862YSI_ENCFF130ZSK.Aligned.sortedByCoord.out.bed	13
ENCFF368RSP_ENCFF392EQV.Aligned.sortedByCoord.out.bed	13
ENCFF501GRK_ENCFF653HYB.Aligned.sortedByCoord.out.bed	14
ENCFF631NHC_ENCFF079KRI.Aligned.sortedByCoord.out.bed	14
ENCFF438WRF_ENCFF423HGY.Aligned.sortedByCoord.out.bed	25
ENCFF696ZNH_ENCFF040XAO.Aligned.sortedByCoord.out.bed	25
ENCFF062EEN_ENCFF200BVN.Aligned.sortedByCoord.out.bed	13
ENCFF531WLW_ENCFF816NNN.Aligned.sortedByCoord.out.bed	13
ENCFF434KYB_ENCFF705TWV.Aligned.sortedByCoord.out.bed	15
ENCFF175EBJ_ENCFF233OXM.Aligned.sortedByCoord.out.bed	15
ENCFF224MBX_ENCFF436HPH.Aligned.sortedByCoord.out.bed	18
ENCFF057KLZ_ENCFF533QHC.Aligned.sortedByCoord.out.bed	18
ENCFF395NJY_ENCFF989NPW.Aligned.sortedByCoord.out.bed	13
ENCFF656CUM_ENCFF065SGA.Aligned.sortedByCoord.out.bed	13
ENCFF796SHO_ENCFF107HUY.Aligned.sortedByCoord.out.bed	9
ENCFF663YGQ_ENCFF071HGB.Aligned.sortedByCoord.out.bed	9
ENCFF305RAA_ENCFF053TTB.Aligned.sortedByCoord.out.bed	13
ENCFF997QSH_ENCFF074UEX.Aligned.sortedByCoord.out.bed	13
ENCFF845HPT_ENCFF313XFX.Aligned.sortedByCoord.out.bed	23
ENCFF143QVA_ENCFF794KGE.Aligned.sortedByCoord.out.bed	23
ENCFF565XPN_ENCFF196OEK.Aligned.sortedByCoord.out.bed	13
ENCFF476ZAC_ENCFF321EUT.Aligned.sortedByCoord.out.bed	13
ENCFF755GJK_ENCFF959WPC.Aligned.sortedByCoord.out.bed	14
ENCFF003NIO_ENCFF266LRB.Aligned.sortedByCoord.out.bed	14
ENCFF486AME_ENCFF032PXL.Aligned.sortedByCoord.out.bed	18
ENCFF857GEA_ENCFF963IHK.Aligned.sortedByCoord.out.bed	18
ENCFF259LFX_ENCFF624OJV.Aligned.sortedByCoord.out.bed	17
ENCFF167MYT_ENCFF220WUH.Aligned.sortedByCoord.out.bed	17
ENCFF304XCG_ENCFF627LXX.Aligned.sortedByCoord.out.bed	3
ENCFF914WNL_ENCFF448FXJ.Aligned.sortedByCoord.out.bed	3
ENCFF196UCW_ENCFF436ELI.Aligned.sortedByCoord.out.bed	20
ENCFF389VYH_ENCFF100MUM.Aligned.sortedByCoord.out.bed	20
ENCFF840BKE_ENCFF910OAA.Aligned.sortedByCoord.out.bed	1
ENCFF061UWY_ENCFF655RIO.Aligned.sortedByCoord.out.bed	1
ENCFF643IQM_ENCFF525BYQ.Aligned.sortedByCoord.out.bed	10
ENCFF214RCT_ENCFF940VDD.Aligned.sortedByCoord.out.bed	10
ENCFF375YMM_ENCFF648RKD.Aligned.sortedByCoord.out.bed	25
ENCFF435LUO_ENCFF182NGK.Aligned.sortedByCoord.out.bed	25
ENCFF773TIP_ENCFF992YHM.Aligned.sortedByCoord.out.bed	20
ENCFF278WVM_ENCFF233IZY.Aligned.sortedByCoord.out.bed	20
ENCFF602CDV_ENCFF978XAG.Aligned.sortedByCoord.out.bed	20
ENCFF268NFX_ENCFF636OQE.Aligned.sortedByCoord.out.bed	20
ENCFF257FUP_ENCFF634DWK.Aligned.sortedByCoord.out.bed	7
ENCFF210ODS_ENCFF813XIG.Aligned.sortedByCoord.out.bed	7
ENCFF607UZB_ENCFF010WNS.Aligned.sortedByCoord.out.bed	1
ENCFF194USN_ENCFF378XSA.Aligned.sortedByCoord.out.bed	1
ENCFF479OMX_ENCFF695VTW.Aligned.sortedByCoord.out.bed	15
ENCFF510DOQ_ENCFF599JMC.Aligned.sortedByCoord.out.bed	15
ENCFF406QLI_ENCFF212NRX.Aligned.sortedByCoord.out.bed	16
ENCFF739XYN_ENCFF074NKA.Aligned.sortedByCoord.out.bed	16
ENCFF630LSV_ENCFF660XEW.Aligned.sortedByCoord.out.bed	1
ENCFF089FAQ_ENCFF711HYW.Aligned.sortedByCoord.out.bed	1
ENCFF662YCZ_ENCFF242RPJ.Aligned.sortedByCoord.out.bed	20
