file	batch
ENCFF111PUR_ENCFF688AFU.Aligned.sortedByCoord.out.bed	10
ENCFF071XRK_ENCFF712IRZ.Aligned.sortedByCoord.out.bed	25
ENCFF312FGA_ENCFF771FXY.Aligned.sortedByCoord.out.bed	16
ENCFF903WQO_ENCFF790GXP.Aligned.sortedByCoord.out.bed	16
ENCFF615JAK_ENCFF765WTC.Aligned.sortedByCoord.out.bed	33
ENCFF981TFA_ENCFF601DBP.Aligned.sortedByCoord.out.bed	33
ENCFF356FGY_ENCFF369PRJ.Aligned.sortedByCoord.out.bed	10
ENCFF281VIC_ENCFF483ITW.Aligned.sortedByCoord.out.bed	10
ENCFF399SDB_ENCFF026XUB.Aligned.sortedByCoord.out.bed	20
ENCFF571ZRQ_ENCFF909MEM.Aligned.sortedByCoord.out.bed	20
ENCFF029XLP_ENCFF057UOC.Aligned.sortedByCoord.out.bed	13
ENCFF562ONV_ENCFF357VHF.Aligned.sortedByCoord.out.bed	13
ENCFF362TMA_ENCFF975LDB.Aligned.sortedByCoord.out.bed	10
ENCFF633ABR_ENCFF755GDQ.Aligned.sortedByCoord.out.bed	10
ENCFF998UXZ_ENCFF711XQW.Aligned.sortedByCoord.out.bed	23
ENCFF710FTJ_ENCFF578TNR.Aligned.sortedByCoord.out.bed	23
ENCFF577EOK_ENCFF241DHX.Aligned.sortedByCoord.out.bed	34
ENCFF698DQF_ENCFF811KDI.Aligned.sortedByCoord.out.bed	34
ENCFF864ZCE_ENCFF058KBR.Aligned.sortedByCoord.out.bed	16
ENCFF273GWA_ENCFF062JZD.Aligned.sortedByCoord.out.bed	16
ENCFF018JDZ_ENCFF273CYL.Aligned.sortedByCoord.out.bed	16
ENCFF687PZS_ENCFF616PSW.Aligned.sortedByCoord.out.bed	16
ENCFF959BUP_ENCFF760FBT.Aligned.sortedByCoord.out.bed	10
ENCFF915WOP_ENCFF711JIW.Aligned.sortedByCoord.out.bed	10
ENCFF595BWN_ENCFF279NUI.Aligned.sortedByCoord.out.bed	23
